Title,Salary_low,Salary_high,Description
big data engineer,,,big data engineer job req id posting date may function data ai location basingstoke road reading united kingdom salary competitive salary bonus k dv allowance location near basingstoke work home whilst going clearance based day onsite due sensitive nature role may required undergo dv developed vetting level security clearance httpswwwgovukgovernmentpublicationsunitedkingdomsecurityvettingclearancelevelsnationalsecurityvettingclearancelevels allowance k per annum may payable monthly hold dv continue work role requires level security clearance term allowance made available successful recruited role security always first thing come mind think bt come keeping everyone safely connected protectors deal thousand cyberattacks every day million people safely go daily life run business deliver vital work scale real breadth impact connect good joining specialist security team trusted partner government worldwide protecting critical national infrastructure committed safety security nation global community mission focused work innovative inspiring technologically challenging way make every day different stimulating provide opportunity work rare project exciting tool brilliant people everyone access unparalleled professional personal development opportunity contribution always valued job matter team maintain develop big data platform uk critical national infrastructure customer platform support suite cuttingedge cybersecurity data science tool team us devops methodology deliver continuous improvement ensure platform meet rapidly changing security requirement role key driver improving customer cyber capability customer look technical expert range activity opportunity develop skill many area must selfmotivated individual ability make change improve service involved short medium longterm strategy customer wider bt security policy develop big data streaming pipeline apache nifi kafka logstash aide continuous development platform actively looking enhance functionality usability work closely team security analyst develop improve security use case maintain uptodate knowledge cybersecurity field apply ensure customer infrastructure remains protected bring experience big data platforms knowledge code automation tool ansible scripting skill bash python developing data science solution big data cyber security problem knowledge experience large scale etl using apache nifi apache kafka ability build relationship senior customer stakeholder knowledge elasticsearch elk big data system experience cyber monitoring tool siems might even knowledge windows server ad dns dhcp etc knowledge vmware esxi vcenter virtual networking knowledge experience checkmk monitoring diversity inclusion diversity make sense customer future value different perspective skill experience encourage application section community ambition focus recruiting retaining people underrepresented workforce including ethnic minority group disabled neurodiverse people woman however diversity end anyone different background gender identity sexual orientation ethnicity age stage life disability low socioeconomic background welcomed encouraged apply find bt di manifesto searching website discounted bt broadband tv mobile package bt product target bonus pension contribution professional development paid industry certificationsqualifications flexible benefitsrewards including dental insurance healthcare gym membership etc wellbeing support family day paid volunteering year studies shown people le likely apply job unless meet every single qualification criterion excited role pastexperience align perfectly every requirement worry still love apply
consultant,,,basic information location bristol london service line consulting date published jun req job description connect industry want heart biggest ambitious programme undertaken keep country safe proud impact defence security client strength relationship variety skill expertise bring help achieve mission growing team across consulting cleared sc dv level willing eligible obtain want grow career sector keen hear connect career deloitte deloitte drive progress using vast range expertise cover audit risk advisory consulting service across tax legal business technology corporate finance help client become leader wherever choose compete invest outstanding people build team future thinker diverse talent background empower reach achieve brings together deloitte approach thousand decision make every day behave belief attitude word value whatever wherever world lead way serve integrity take care foster inclusion collaborate measurable impact five shared value lead every decision make action take guiding deliver impact matter connect opportunity seeking committed new talent join multidisciplinary data science machine learning team within dssv data science simulation visualisation focus client defence security sector goal work together client drive innovation insight data using cutting edge data science machine learning technique alongside digital transformation consultant team apply data science machine learning technique creatively solve complex problem research develop innovative solution stay abreast new machine learning technique data technology participate phase data science lifecycle poc fully tested productionised solution prepare technical documentation responsible highquality delivery key part engagement working senior data scientist suggest practical solution client work implement solution part larger project team assisting crafting response client proposal request pitching data science project client develop deep understanding defence security sector opportunity transformation ai data connect skill professional experience applicant must willing eligible apply obtain uk security clearance security check sc developed vetting level holding existing clearance looking candidate technical business focused skill experience articulate outcome value work essential handson experience applying data science machine learning defencesecurity wider public sector academia understanding range machine learning architecture model use transformers cnns regression vector embeddings structured approach problem solving ability convey complex highly technical issue diverse audience ability manage client relationship strong communication skill adaptability skill set contribute practice development including research developing new proposition material would also desirable demonstrable experience following experience data science machine learning service toolkits cloud provider aws azure gcp practical experience python jupyter ecosystem lab notebook library norm tooling familiarity common python library data management statistical analysis machine learning visualisation interactive web frontends experience popular machine learning framework tensorflow pytorch experience using stateoftheart technique natural language processing application experience using stateoftheart technique computer vision application strong understanding basic probability concept probability distribution basic expectation variance simple conditional probability bayes theorem combinatorics strong knowledge machine learning lifecycle way facilitate collaboration productivity phase experience one common workflow pipelining framework kubeflow mlflow argo equivalent understanding key consideration ethical ai experience applying connect service line consulting distinctive thinking deep expertise collaborative working connects make deloitte want help solve biggest challenge around join together make impact matter collaboration central everything deloitte bringing individual skill experience sharing specialist knowledge make farreaching impact come join personal independence regulation control standard practice industry deloitte exception control provide important legal protection firm subject number audit regulation one requires certain colleague abide specific personal independence constraint mean immediate family members permitted hold certain financial interest share fund bond etc audit client firm recruitment team provide detail progress recruitment process connect colleague great culture flexibility range experience deloitte offer set firm apart human capital deloitte far ahead immediate competitor sophia consulting connect agile working option location home office role london bristol work way call hybrid working vision deloitte works trust make right choice around work able make decision work best collaborative learn colleague share experience build relationship fuel career prioritise wellbeing great conversation team leadership pave way great collaborative way working discover location commitment making impact work hard create environment experience purpose believe freedom capacity go ever want true strength perspective personality nurturing culture everyone belongs feel supported heard empowered make valuable personal contribution sure take wellbeing seriously comfortable best make kind impact live expertise capability make sure never stop growing whether complex work people collaborate learn every day worldclass development gain invaluable technical personal skill whatever level learn lead connect next step career deloitte opportunity develop direction choose join experience purpose believe impact see free bring true self work every day never stop growing whatever level discover reason connect people purposedriven culture deloittecoukcareers wpfull slcons basama baalli cftech locbri
data science personalisation manager,,,job advert data science true passion want lead develop recently formed team building data science machine learning solution drive omnichannel customer personalisation recommendation capability join asda customer decision science analytics team lead recently formed team focussing building personalisation recommendation model power targeted customer communication build solution aligned loyalty targeting roadmap working closely omnichannel customer engagement existing mlai build team work help bring customer centric strategy life asda move digital transformation joining asda right time leveraging data analytics critical area transformation would heart role collaborate internal stakeholder develop prioritised plan building desired outcome measure customer personalisation recommendation lead team build productionise marketleading personalisation recommendation data product enhance omnichannel customer experience work agile way towards delivering personalisation scale alwayson omnichannel marketing work stakeholder design experiment quantify performance data product mine analyse big data set leveraging data science skill technique build data product make positive difference confident extracting querying manipulating data multiple source working data engineers define requirement operationalisation data pipeline stay date latest machine learning deep learning algorithm power personalisation technique involve complex mix statistic probability optimization method personalise content according customer preference clearly articulate team work document track present accomplished task tool jira github confluence etc highly experienced data personalisationdigital insight professional expertise applying data science customerfacing outcome experience leading team high performing data scientists built operationalised personalisationrecommendation solution experience campaign building testing methodology fully conversant modern machine learningstatistical concept including regression classification ensemble methods deep learning reinforcement learning demonstrable knowledge sql python spark within cloud environment strong handson skill sourcing cleaning manipulating analysing large volume data using distributed computing platform experience using machine learning framework experience working data engineering team efficiently productionise endtoend process experience working ranking online advertising recommender system ecommerce relevant area experienced endtoend modelling project emerging research effort hybrid working work works hybrid way working give choice work work enables complete daily task effective offer mix working home office environment work best team would love talk also get excellent benefit package including company car car allowance plus discretionary company bonus company pension matched colleague discount free parking many additional reward want colleague able bring best true self work every day simply put want colleague proud asda proud question please email maariyahsakramasdacouk rid
advisor,,,ghd strategic insights analytics team senior advisor data science management consultant join global profession service leader committed solving world biggest challenge across energy transport utility urbanization seeking people curious mind passion pragmatic datadriven problemsolving join craft growing strategic insights analytics team support lead delivery solution challenging exciting problem within sector rail highways telecoms future energy experience passion pursuing economic community improvement infrastructure key responsibility vary across entire project lifecycle expected get involved take ownership internal team initiative embrace startup mentality pace support resource global corporate work agile evolving environment encouraged bring fresh idea based previous experience contributing crafting team cultural technical perspective return support encourage develop capability experience across many sector giving freedom explore pioneer interest across broad project client base anticipated responsibility include leading technical project delivery using agile approach equivalent using data operational management technique improve operational performance working providing technical oversight data scientist identifying opportunity use data derive insight shape technical solution proactively engaging stakeholder collect information determine root cause issue enhance proven experience develop relationship clear concise presentation result concept variety medium adapting level technical content suit intended audience articulating view honest perspective active listening engaged participation actively engaging team growth activity operational task identifying pursuing securing additional opportunity work deliver tangible customer benefit pursing support opportunity improve technical nontechnical skill taking proactive role developing skill team member would love hear bring proven demonstrable senior experience reoccurring success area consulting role looking effective problem solver leader communicator personal characteristics effective collaborator communicator work well range client inquisitive eager improve develop skillset confident part growing team building business confident challenge hierarchy present idea open inclusive collaborative working style understand importance diversity inclusion workplace analytical thinker ability break complex problem manageable chunk analyze information identify pattern evaluate potential solution systematically previous experience due diversity project work range experience beneficial role ideal candidate able demonstrate proven experience combination many following skill management consulting techniques methodology framework tool approach used analyze solve business problem data manipulation analysis understanding appreciation data visualisation best practice clear detailed client communication deliverable presentational storytelling capability regarding technical concept understanding statistical method concept technical capability version control preferably git programming data manipulation python r sql etc contributions improvement technical playbook andor management capability agile training knowledge skill experience effectively implement agile principle business analytics use data statistical analysis quantitative method derive insight make informed decision project management next shortlisted interview approach twoway learning experience give access leadership team technical lead throughout application process information ghd strategic insights analytics offering case study bios selected team member visit page httpswwwghdcomenexpertisestrategicinsightsaspx interested apply ghd best culture family smart innovative creative problem solver employeeowned company everything feel like matter challenge help come new solution ensure water energy urbanisation made sustainable generation come life work ghd commitment commitment powerful word defines business serve client care one another support need giving tool best work recognise achievement set curiosity free allow brilliant mind best work invest new idea removing barrier finally encourage collaborate thousand diverse people across global business commitment committed solving world biggest challenge area water energy urbanisation ghd global professional service company leader engineering construction architectural expertise established remain wholly owned people diverse skilled individual yet proudly one ghd across office spanning five continent asia australia europe north south america pacific region delivering extraordinary social economic outcome passionate building lasting relationship partner client ghd expertise service lines
post,36333,,school chemistry location lincoln salary per annum fixed term month full time fte closing date sunday july interview date friday july reference cos seeking highly motivated enthusiastic individual join team contribute cuttingedge research project funded calico life sciences exciting project involve application machine learning technique advanced statistical method data science approach genetics precision medicine successful candidate collaborate diverse international team conduct research integrates genetics metabolic biomarkers data mri scan body composition primary objective identify subtypes obesity investigate relationship agerelated outcome responsibilities include conducting research using stateoftheart machine learning statistical genetics data science methodology analysing large datasets provide concise summary key finding applying expertise genetics genomewide association study interpret utilise relevant data demonstrating active interest obesity agerelated disease precision health conceiving designing new project aligned research focus group publishing scientific finding peerreviewed journal collaborating effectively within multidisciplinary team successful candidate phd computer science statistical genetics data science related field candidates msc degree field minimum year industry experience working similar project also considered strong computational background expertise handling large datasets proficient coding using linux r python similar programming language proficient statistical analysis data interpretation concise summarisation result familiarity genetics utilisation data genomewide association study knowledge mendelian randomisation advantageous demonstrate interest obesity agerelated disease precision health proven track record scientific productivity peerreviewed journal publication excellent interpersonal skill ability work effectively multidisciplinary team exceptional written spoken english communication skill join dynamic collaborative team working forefront data science genetics precision medicine research excellent opportunity passionate researcher contribute groundbreaking project potential significant impact informal enquiry welcome made dr hanieh yaghootkar hyaghootkarlincolnacuk
senior network data scientist,,,believe better make happen better content better product better career working tech product data sky building next new broadband broadcast streaming mobile skyq sky glass never stand still optimise innovate turn big idea product content service million people love right sky explore evaluate capitalize risk opportunity related internet service provider infrastructure technology actively participate development engineering roadmaps bringing together network technology evolution network economics network performance business customer critical metric translate network design hlds llds etc software model capacity management process tapping expertise network understanding business challenge develop softwarebased network traffic forecast capacity cost model develop support ingestion processing analysis data pipeline modelling reporting visualization business intelligence purpose develop automation script enable system integration process improvement carry analysis answering key business question applying analytical mindset quickly efficiently process information various source work stakeholder interpret sophisticated technical analysis communicate effectively bring essential solid grasp telecommunication network genuine curiosity broadband isp technology including ip network keep top technology development industry strong programming skill ideally python sql knowledge strong analytical skill consultative proactive jointhedots approach desirable telecommunications experience industry academia knowledge data analytics modelling statistical analysis knowledge web framework apis django rest cloud environment google cloud devops dockerkubernetes cicd agile principle team overview group communications infrastructure looking part nonstop innovation join group communications infrastructure team work alongside authority broadband telephony mobile cloud infrastructure team craft build support maintains telecom network across whole sky group together help sky broadband mobile tv enter new market creating single secure infrastructure outstanding content service keep customer coming back reward one thing people stop talking come lifeatsky perk taster sky q tv love one place magic sky glass outstanding rate generous pension package private healthcare discounted mobile broadband wide range sky vip reward experience inclusion work recognised times stonewall take pride approach diversity inclusion investing society fighting racial injustice setting ambitious target representation sky embraced hybrid working split time unique office space convenience working home find hybrid working look like role later recruitment process office space brick lane brick lane heart east end london part vibrant diverse community close street food cafe shop closest tube station aldgate east liverpool street minute walk love hear inventive forwardthinking mind come together work tech product data sky place explore far next better stop embrace difference support community contribute sustainable future business planet believe better back way know application successful ask complete criminal record check depending role applied nature conviction may might withdraw offer
quantitative researcher,,,location london gresearch europe leading quantitative finance research firm hire brightest mind world tackle biggest question finance pair expertise machine learning big data advanced technology available predict movement financial market role research systematic trading idea predict future financial market applying scientific technique find pattern large noisy rapidly changing realworld data set working fringe possible trying beat efficient market hypothesis full big data tool set also build latest academic research optimisation method find innovative solution complexity markowitz ignored pure research role able develop test idea realworld data environment resembles academia machine learning college machine learning ml college gresearch new inhouse learning programme aim develop requisite mathematical ability underlying interest machine learning fullfledged ml expert worldclass custom curriculum ml college available exclusively new existing quantitative researchers gresearch join role able take advantage learning experience tailored accelerate knowledge expertise machine learning quickly effectively find gresearch ml college looking ideal candidate minimum experience following area interest applying mathematical concept real world financial problem interest implementing theoretical insight working code working towards gaining masters phd degree highly quantitative subject mathematics statistic computer science physic engineering previous financial experience required although interest finance motivation rapidly learn prerequisite working apply highly competitive compensation plus annual discretionary bonus lunch provided via eat business dedicated barista bar day annual leave company pension contribution informal dress code excellent worklife balance comprehensive healthcare life assurance cycletowork scheme monthly company event gresearch committed cultivating preserving inclusive work environment ideasdriven business place great value diversity experience opinion want ensure applicant receive recruitment experience enables perform best disability special need requires accommodation please let know relevant section
data scientist,100000,140000,location london industry data salary reference contact name ian bailey job published february job description data scientist bonus benefit hedge fund london data key making successful trading decision working one elite global hedge fund hiring team build solution empower predictive modelling work successful systematic portfolio manager world build comprehensive errorfree data solution role responsibility include identifying new data set engaging vendor understand various datasets building process technology tool ingest clean datasets analysis datasets generate descriptive statistic propose potential application data monitoring enhancing automated data collection cleansing infrastructure research new technology improved data management efficient retrieval one elite fund world considered phd computer science mathematics physic statistic another discipline involving data programming skill sql tsql sql server plsql programming skill python least one c c java financial industry experience preferred required opportunity join team directly impact success one elite investment team world role offer high visibility tangible impact financial reward go contact ian bailey harrington starr full detail
machine learning engineer,,,responsibilities tiktok leading destination shortform mobile video mission inspire creativity bring joy fulfilling mission tiktok identifies trust safety top priority team dedicated enhancing trust safety engineering team responsible developing stateoftheart machine learning model algorithm protect platform user content behavior violate community guideline related local regulation continuous effort trust safety team tiktok able provide best user experience bring joy everyone world responsibilities build industryleading trust safety system tiktok develop highlyscalable classifier tool model algorithm leveraging cuttingedge machine learning computer vision data mining technology understand product objective improve trust safety strategy model iteration work crossfunctional team protect tiktok globally qualifications bachelor degree computer science related technical discipline year industrial experience solid experience least one following area machine learning pattern recognition nlp data mining computer vision experience trust safety plus well understanding data structure algorithm great communication teamwork skill passion technique solving challenging problem
data science product manager,,,looking new challenge data science early journey reshape customer journey tui across digital landscape looking enthusiastic proactive data science product manager passion experience push forward development execution personalisation strategy across website mobile app marketing channel role expected collaborate closely various stakeholder across group market plan develop oversee integration ai solution tackle significant challenge responsibility involve delivering data science product also communicating benefit implication product nontechnical audience eager welcome individual longhaul want evolve progress along journey value right attitude succeed hesitate apply meet portion criterion set people come wide range background share passion deliver better customer experience drive commercial value solution mean sometimes deliver simple model sometimes need innovate cutting edge solution advocate flexible working arrangement work style hybrid spend day week office welcome conversation preferred working arrangement deter applying join tui together let shape personalised innovative future customer please note closing date application sunday th june job data science product manager directing development ml solution recommenders sort ordering propensity model segmentation lead collaborate within crossfunctional agile team ensure delivery highquality data science product contribute significantly product vision roadmap driving evolution enhancement team methodology take pivotal role diverse array project leader contributor supervise evaluate performance model devising strategy refinement improvement representative data science tui serve ambassador promoting work fostering deeper understanding data science within organization beyond educational background relevant foundational subject either degree phd relevant data science course practical data science anlaytics experience excellent knowledge typical toolsets programming language including python sql allrounder ability analyse data build feature develop model deploy production strong practical statistical expertise experience setting robust testing experimentation ability communicate complex idea nontechnical audience passion bring solution life dashboard demo presentation strong experience cloud technology ideally aws using toolsets aws sagemaker snowflake tealium adobe experience leading endtoend data science project ability task data scientist engineer relevant contributor offer fantastic holiday benefit including discount special offer ability purchase additional tui time health wellbeing support five key area financial health social community career discretionary bonus scheme private medical insurance single cover option add dependant permanent health insurance pension scheme life assurance want bestloved holiday company customer colleague offer variety benefit go beyond competitive salary help live best life happily tui click find love see uniqueness shine inspire future travel would like read diversity inclusion mean simply visit dna require information regarding opportunity please email careerstuicouk application important aim get back shortly closing date lior lihybrid
analytics insight specialist,40000,43000,opportunity business analytics research team looking experienced analyst work part aster data community evolving data analytics research service provide valuable insight across business particular focus colleague data customer insight champion data ensuring used across business celebrate success define problem identify solution evaluate initiative understand performance remain compliant using quantitative qualitative analysis skill uncover insight trend inform decision making focussing bringing insight life working closely subject matter expert drive improved customer colleague experience delivering regular analytical briefing specialist people team across aspect colleague experience translating complex data meaningful recommendation carry deep dive analysis governing panel board ensuring able gain assurance make strategic decision customer experience aspect colleague experience working wider data directorate data community realising potential data syndicating customer insight colleague data data develop holistic predictive analytics approach help encourage selfserve culture visualising complex customer insight colleague data power bi report supporting leader across business proactively manage team service help evolve analytics offering supporting delivery small scale data science project demonstrating value business order grow function upskill colleague proven analytical skill qualitative quantitative ideally background statistic understanding predictive analysis technique considerable experience using power bi similar develop complex diverse report wide variety us audience working wide variety stakeholder used tailoring communication approach audience confident building trust influencing level good working knowledge importance data integrity alongside gdpr experience handling sensitive data ideally knowledge operating environment market aster work able use knowledge provide wider context analysis proactive approach learning personal development desire continually evolve service provided invest colleague know better day work service customer receive better aster offer offer colleague ensure great day work includes thing like flexible working whilst role need carried specific place specific time possible encourage colleague work schedule location suit team business need focus colleague wellbeing workshop employee assistance programme offering counselling support mental health training health cash plan invest colleague career development leader colleague development framework defined contribution pension attached life assurance volunteering hour available colleague enable give back savings cinema gym holiday day various shop eatery lot enhanced leave celebrate colleague go beyond range personalised recognition initiative monthly annual award ready apply apply please use information provided advert role profile let know good job please submit copy uptodate cv along supporting statement create inclusive workplace promotes value diversity believe creating environment everyone background best work right thing
senior data scientist,,,senior data scientist would like shape future energy technology using data passionate using new technique within data science join data science team working hundred terabyte data use machine learning derive solution safety oil gas industry part team delivering cutting edge algorithm manage mission critical pipeline asset inspection within energy technology sector help improve pipeline safety identifying anomaly reducing threat improving efficiency join team interested innovative deep learning ai solution would like hear partner best senior data scientist focus commerciallyfacing development project typically involving large complex data set typically includes statistician computer scientist software developer engineer product manager end user working concert partner baker hughes business unit senior data scientist responsible leading development analytics within welldefined project address customer need opportunity designing developing delivering new algorithm software analysis reporting pipeline inspection data working alongside software developer software engineer translate algorithm commercially viable product service delivering technical support including algorithm software maintenance multidiscipline team across baker hughes worldwide operational base collaborating engineering discipline domain expert internal external customer contributing continuous improvement quality initiative well innovative approach solution business problem fuel passion successful role degree engineering physics mathematics relevant discipline related data science experience computer vision deep learning image processing signal processing preferred experience machine learning algorithm development design prototyping testing delivery application engineering problem experience industrial engineering medical similar sector knowledge experience current emerging machine learningai technique solid software development experience python working production environment across full software lifecycle work way work recognize everyone different way people want work deliver best different everyone role offer following flexible working pattern working flexible hour flexing time work day help fit everything work productive occasionally working home flexible arrangement work home agreed day working people heart baker hughes know better people developed engaged able bring whole authentic self work invest health wellbeing workforce train reward talent develop leader level bring best working invention revolutionized energy century keep going forward tomorrow know push boundary today prioritize rewarding embrace change package reflects much value input join expect contemporary worklife balance policy wellbeing activity comprehensive private medical care option safety net life insurance disability program tailored financial program additional elected voluntary benefit energy technology company provides solution energy industrial customer worldwide built century experience conducting business country innovative technology service taking energy forward making safer cleaner efficient people planet join seeking opportunity make real difference company value innovation progress join become part team people challenge inspire let come together take energy forward baker hughes company equal opportunity employer employment decision made without regard race color religion national ethnic origin sex sexual orientation gender identity expression age disability protected veteran status characteristic protected law
data science analyst,30000,40000,description data science analyst graduate negotiable doe hybrid working north london head office borehamwood home proud employ great people passionate safestore uk largest selfstorage group part ftse believe engaged colleague feel valued business foundation customerfocused culture know people individual show respect enabling everyone voice bring full unique self work exceptionally proud awarded prestigious investors people platinum accreditation placing top accredited organisation uk unrivalled opportunity career development positively influence business role crucial providing support pricing team deliver uk eu pricing strategy enable business achieve objective dynamic pricing key accountabilities partner support department discover deliver project use data statistic identifying trend optimisation support decision making perform statistical analysis customer base formulate pricing strategy optimise revenue deliver insight drive business decision design algorithm used improve pricing strategy develop excellent understanding relevant internal external data source work together department stakeholder develop promote best practice analytics experimentation across company design build internal selfservice analytics experimentation tooling experience skill required master degree quantitative statistical subject ability articulate interpret commercialbased question identifying querying data sql using statistic arrive answer sound understanding statistic probability distribution sampling hypothesis testing regression practical experience applying concept reallife problem experience using statistical software programming using r sql python similar datasets excellent communication skill able understand business need crossfunctional stakeholder deliver finding recommendation well drive collaboration preferred requirements experience identifying opportunity product business improvement measuring success initiative experience applying modelling technique eg time series forecasting segmentation clustering anomaly detection great opportunity interest please make application recruitment partner datatech analytics
data scientist,,,role passionate data opportunity provides organisation want understand big data cloud computing excited technology fast learner confident thrive fast paced environment willing learn design etl architecture keen use variety etl tool technique role plan execute secure good practice data integration strategy approach acquire ingest process data multiple source system big data platform collaborate data analyst map data field hypothesis curate wrangle prepare data use advanced analytical model strong understanding information security principle ensure compliant handling management client data qualifications skills year experience proven ability clearly communicating complex solution experience python scala java r sql experience interest big data technology hadoop spark nosql dbs cloud aws azure bonus exceptional attention detail dataspartan proud equal employment opportunity affirmative action employer discriminate based upon race religion color national origin gender including pregnancy childbirth related medical condition sexual orientation gender identity gender expression age status protected veteran status individual disability applicable legally protected characteristic please see united states department labor eeo poster eeo poster supplement additional information
analytics engineer,,,function business intelligence data science closing date analytics engineer virgin media mission become recommended brand customer heart strategy digital innovation significant data resource get well super proud history helping community stay connected oodles topnotch product service offer full kit caboodle broadband tv mobile landline equipping customer latest tech really matter mission become recommended brand people customer massive part journey ensure brilliant people working environment truly belong thrive critical every single person bring whole self work working hard every day achieve analytics engineer use cutting edge technology gcp bigquery dbt build world class data model surface data company maintain data model data product service api help analyst visualisation team selfsufficient possible without needing worry data infrastructure data transformation data quality process work collaboratively data engineer infrastructure issue permission account setup architecture build support develop data model data product dbt buildmaintain environment dbt team train team work dbt work within continual improvement process help maintain product catalogue documentation lineage work visualisation developer align looker modelling process structure keep data quality highest standard consistent work startup like environment yeah heard right love hear focused business value delivery focused team player excellent communication skill want work fastpaced environment based continual improvement principle iteration ability deploy multiple time day owning attitude used product like apache airflow dbt gitlabgithub bigquery advanced sql skill python experience bonus experience yaml jinja attention detail data quality worked high data volume environment experience data modelling including working denormalised data structure testing asserts data cleansing experience working cloud environment essential preferably gcp
finance analytics senior data scientist,70000,90000,salary dependent upon experience bonus benefit mars leveraging data insight ai technology create finance tomorrow future create advanced forwardlooking capability drive solve problem across entire organization inflation macro micro economic factor cash optimization prime forecasting senior data scientist forefront change delivering business insight developing predictive capability mars inspiring mars associate adopt data driven decisionmaking developing advanced analytics method using machine learningai mining vast amount data company external data set insight help solve business problem working within multidisciplinary team alongside big data engineering business translation agile delivery scrum masters partner product owners solve business problem drive insight generate value daytoday activity include limited following changing way finance business establishment innovative data science data engineering standard methodology developing scalable solution diverse business segment incorporate emerging technology data analysis process influencing scope direction project leveraging various ml algorithm capability provide innovative solution positively impact stakeholder operation analyzing data set determine best endtoend machine learning technique create solution solving complex business issue drawing insight presenting result cohesive intuitive simplistic manner technical nontechnical end user performing model training validationevaluation persistence deployment productionized machine learning model integrating mining large datasets disparate source identify new insight pattern predict success innovative solution business issue conducting advanced statistical analysis structured unstructured datasets using variety modeling technique linear regression timeseries classification neural network decision tree model cnn rnn gradient boosting others producing recommender system customer segmentation targeting propensity modeling churn modeling lifetime value estimation forecasting others coaching leading developing data scientist across finance analytics team working stakeholder level demonstrate value insight advanced analytics need significant experience applied data science role equivalent ideally within cpg consumer products retail financial services industry strong data conceptualization experience delivery insightful actionable analysis solid knowledge experience modelling technique significance testing glmregression random forest boosting trees text mining social network analysis expert knowledge python pyspark nice experience using kafka creating bayesian model library like pymc knowledge use data visualization tool plotly dash power bi ggplot improve decision making productivity experience validating deployment model analytical technique determine trend significant data relationship experience using key external third party data source including nielsen iri storeviews kantar homescan panel retail execution shopper card first party data consumer survey extensive experience leveraging product within azure data factory databricks app service logic apps etc experience leveraging git version control preferably within azure devops experience creating managing cicd pipeline deploy code knowledge infrastructure code iac concept preferably experience writing deploying resource using iac experience using tool like azure resource manager arm templates terraform knowledge experience writing unit test capture edge case running unit test within ci pipelines preferably knowledge active directory within azure used manage resource permission azure key vault store secret use secret within devops adf databricks experience setting running pyspark locally order perform local development strong communication presentation skill bachelor degree analytics related quantitative field statistics operations research mathematics econometrics etc advanced degree preferred got skill need looking opportunity really make mark worldrenowned supportive business going period fast massive digital transformation could role waiting
